 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03, 0.4927E+03,  
 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03, 0.6968E+03,  
 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03, 0.9854E+03,  
 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04, 0.1394E+04,  
 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04, 0.1971E+04,  
 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04, 0.2787E+04,  
 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04, 0.3940E+04,  
 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04, 0.5570E+04,  
 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04, 0.7872E+04,  
 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05, 0.1112E+05,  
 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05, 0.1570E+05,  
 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05, 0.2215E+05,  
 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05, 0.3118E+05,  
 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05, 0.4380E+05,  
 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05, 0.6129E+05,  
 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05, 0.8531E+05,  
 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06, 0.1179E+06,  
 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06, 0.1613E+06,  
 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06, 0.2182E+06,  
 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06, 0.2909E+06,  
 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06, 0.3821E+06,  
 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06, 0.4939E+06,  
 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06, 0.6286E+06,  
 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06, 0.7889E+06,  
 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06, 0.9778E+06,  
 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07, 0.1205E+07,  
 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07, 0.1475E+07,  
 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07, 0.1790E+07,  
 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07, 0.2154E+07,  
 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07, 0.2576E+07,  
 0.3065E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07, 0.3066E+07,  
 0.3627E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07, 0.3629E+07,  
 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07, 0.4255E+07,  
 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07, 0.4899E+07,  
 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07, 0.5587E+07,  
 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07, 0.6337E+07,  
 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07, 0.7147E+07,  
